expno,polymer,solvent,mn,mw,cryst,tg,dens,pressure,temperature,wa,doi,notes
1614,10,8,70300,187000,0,374,1,0.689,348.15,0.031,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1615,10,8,70300,187000,0,374,1,0.829,348.15,0.0381,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1616,10,8,70300,187000,0,374,1,0.991,348.15,0.0479,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1617,10,8,70300,187000,0,374,1,1.2,348.15,0.0594,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1618,10,8,70300,187000,0,374,1,0.639,373.13,0.0188,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1619,10,8,70300,187000,0,374,1,0.889,373.13,0.0272,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1620,10,8,70300,187000,0,374,1,0.904,373.13,0.0274,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1621,10,8,70300,187000,0,374,1,1.09,373.13,0.0337,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1622,10,8,70300,187000,0,374,1,1.322,373.13,0.0426,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1623,10,8,70300,187000,0,374,1,1.603,373.13,0.0521,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1624,10,8,70300,187000,0,374,1,1.289,423.14,0.0222,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1625,10,8,70300,187000,0,374,1,1.314,423.14,0.0224,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1626,10,8,70300,187000,0,374,1,1.592,423.14,0.0274,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1627,10,8,70300,187000,0,374,1,1.964,423.14,0.0352,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1628,10,8,70300,187000,0,374,1,2.375,423.14,0.0422,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1629,10,8,70300,187000,0,374,1,1.659,473.09,0.0192,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1630,10,8,70300,187000,0,374,1,1.707,473.09,0.0192,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1631,10,8,70300,187000,0,374,1,2.059,473.09,0.0238,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1632,10,8,70300,187000,0,374,1,2.568,473.09,0.031,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1633,10,8,70300,187000,0,374,1,3.116,473.09,0.0365,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1634,10,10,70300,187000,0,373.6,1,8.378,313.15,0.00438,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1635,10,10,70300,187000,0,373.6,1,10.771,313.15,0.00591,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1636,10,10,70300,187000,0,373.6,1,12.45,313.15,0.00627,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1637,10,10,70300,187000,0,373.6,1,16.136,313.15,0.00818,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1638,10,10,70300,187000,0,373.6,1,7.882,333.15,0.00305,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1639,10,10,70300,187000,0,373.6,1,9.868,333.15,0.00355,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1640,10,10,70300,187000,0,373.6,1,11.034,333.15,0.00426,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1641,10,10,70300,187000,0,373.6,1,11.674,333.15,0.00428,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1642,10,10,70300,187000,0,373.6,1,13.457,333.15,0.00484,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1643,10,10,70300,187000,0,373.6,1,16.542,333.15,0.0063,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1644,10,10,70300,187000,0,373.6,1,6.476,353.15,0.00232,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1645,10,10,70300,187000,0,373.6,1,7.945,353.15,0.00295,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1646,10,10,70300,187000,0,373.6,1,9.042,353.15,0.00308,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1647,10,10,70300,187000,0,373.6,1,9.535,353.15,0.00339,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1648,10,10,70300,187000,0,373.6,1,11.66,353.15,0.00395,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1649,10,10,70300,187000,0,373.6,1,11.77,353.15,0.00417,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1650,10,10,70300,187000,0,373.6,1,14.071,353.15,0.00497,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1651,10,10,70300,187000,0,373.6,1,17.521,353.15,0.00627,10.1016/S0378-3812(99)00217-4,PS by Mitsui Toatsu Chemicals (Yokohama) .
1652,10,10,70400,190000,0,378,1,10.88,313.11,0.00593,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1653,10,10,70400,190000,0,378,1,14.26,313.11,0.00753,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1654,10,10,70400,190000,0,378,1,18.17,313.11,0.00916,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1655,10,10,70400,190000,0,378,1,22.11,313.11,0.01033,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1656,10,10,70400,190000,0,378,1,26.65,313.11,0.01236,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1657,10,10,70400,190000,0,378,1,31.73,313.11,0.01466,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1658,10,10,70400,190000,0,378,1,46.77,313.11,0.02099,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1659,10,10,70400,190000,0,378,1,69.47,313.11,0.02535,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1660,10,10,70400,190000,0,378,1,13.47,333.23,0.0058,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1661,10,10,70400,190000,0,378,1,16.43,333.23,0.00689,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1662,10,10,70400,190000,0,378,1,20.29,333.23,0.00834,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1663,10,10,70400,190000,0,378,1,24.34,333.23,0.01063,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1664,10,10,70400,190000,0,378,1,28.14,333.23,0.01247,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1665,10,10,70400,190000,0,378,1,32.54,333.23,0.0131,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1666,10,10,70400,190000,0,378,1,37.31,333.23,0.01482,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1667,10,10,70400,190000,0,378,1,41.54,333.23,0.0166,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1668,10,10,70400,190000,0,378,1,45.84,333.23,0.01815,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1669,10,10,70400,190000,0,378,1,50.11,333.23,0.02035,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1670,10,10,70400,190000,0,378,1,10.42,353.15,0.00414,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1671,10,10,70400,190000,0,378,1,13.95,353.15,0.00494,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1672,10,10,70400,190000,0,378,1,17.26,353.15,0.00615,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1673,10,10,70400,190000,0,378,1,21.38,353.15,0.00709,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1674,10,10,70400,190000,0,378,1,25.35,353.15,0.00849,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1675,10,10,70400,190000,0,378,1,30.26,353.15,0.00911,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1676,10,10,70400,190000,0,378,1,35.1,353.15,0.01011,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1677,10,10,70400,190000,0,378,1,40.12,353.15,0.01151,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1678,10,10,70400,190000,0,378,1,44.76,353.15,0.01261,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1679,10,10,70400,190000,0,378,1,49.27,353.15,0.01436,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1680,10,10,70400,190000,0,378,1,53.94,353.15,0.01578,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1681,10,10,70400,190000,0,378,1,58.4,353.15,0.01674,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1682,10,10,70400,190000,0,378,1,62.5,353.15,0.01781,10.1002/polb.1181,PS by by ATOFINA France (reference Lacqrene 1450N)
1683,10,10,70400,190000,0,378,1,0.3,313.15,0.000221200314932,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1684,10,10,70400,190000,0,378,1,0.6,313.15,0.000432754478972,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1685,10,10,70400,190000,0,378,1,1,313.15,0.000702181775625,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1686,10,10,70400,190000,0,378,1,2,313.15,0.001327118250593,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1687,10,10,70400,190000,0,378,1,3,313.15,0.001902479978443,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1688,10,10,70400,190000,0,378,1,4,313.15,0.002444083081866,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1689,10,10,70400,190000,0,378,1,5,313.15,0.002961623437754,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1690,10,10,70400,190000,0,378,1,0.3,333.15,0.000119172796152,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1691,10,10,70400,190000,0,378,1,0.6,333.15,0.000238317191378,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1692,10,10,70400,190000,0,378,1,1,333.15,0.000397132223339,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1693,10,10,70400,190000,0,378,1,2,333.15,0.000793949143889,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1694,10,10,70400,190000,0,378,1,3,333.15,0.001190451137003,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1695,10,10,70400,190000,0,378,1,4,333.15,0.001586638577438,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1696,10,10,70400,190000,0,378,1,5,333.15,0.001982511839357,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1697,10,10,70400,190000,0,378,1,0.3,353.15,0.000106536648733,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1698,10,10,70400,190000,0,378,1,0.6,353.15,0.000213050599769,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1699,10,10,70400,190000,0,378,1,1,353.15,0.000355033906158,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1700,10,10,70400,190000,0,378,1,2,353.15,0.000709815803638,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1701,10,10,70400,190000,0,378,1,3,353.15,0.001064345960666,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1702,10,10,70400,190000,0,378,1,4,353.15,0.001418624645084,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1703,10,10,70400,190000,0,378,1,5,353.15,0.001772652124358,doi10,low pressure sorption data calculated using dual-sorption parameters obtained by fitting combined data from 10.1016/S0378-3812(99)00217-4 and 10.1002/polb.1181
1704,10,10,70300,187000,0,374,1,9.467,373.15,0.00379,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1705,10,10,70300,187000,0,374,1,12.165,373.15,0.00485,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1706,10,10,70300,187000,0,374,1,14.008,373.15,0.00556,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1707,10,10,70300,187000,0,374,1,16.113,373.15,0.00645,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1708,10,10,70300,187000,0,374,1,17.815,373.15,0.0071,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1709,10,10,70300,187000,0,374,1,6.452,413.15,0.00333,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1710,10,10,70300,187000,0,374,1,8.247,413.15,0.00393,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1711,10,10,70300,187000,0,374,1,9.574,413.15,0.00446,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1712,10,10,70300,187000,0,374,1,11.902,413.15,0.00606,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1713,10,10,70300,187000,0,374,1,13.991,413.15,0.00669,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1714,10,10,70300,187000,0,374,1,18.011,413.15,0.00853,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1715,10,10,70300,187000,0,374,1,9.02,453.15,0.00523,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1716,10,10,70300,187000,0,374,1,10.057,453.15,0.00577,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1717,10,10,70300,187000,0,374,1,10.296,453.15,0.00588,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1718,10,10,70300,187000,0,374,1,11.136,453.15,0.00661,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1719,10,10,70300,187000,0,374,1,15.031,453.15,0.0089,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1720,10,10,70300,187000,0,374,1,16.17,453.15,0.00973,10.1016/S0378-3812(96)03094-4,PS by by Mitsui Toatsu Chemicals (Yokohama)
1721,10,6,70300,187000,0,374,1,0.333,348.16,0.0108,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1722,10,6,70300,187000,0,374,1,0.496,348.16,0.0155,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1723,10,6,70300,187000,0,374,1,0.745,348.16,0.0232,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1724,10,6,70300,187000,0,374,1,0.863,348.16,0.0264,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1725,10,6,70300,187000,0,374,1,1.15,348.16,0.0363,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1726,10,6,70300,187000,0,374,1,1.308,348.16,0.0424,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1727,10,6,70300,187000,0,374,1,0.414,373.16,0.0092,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1728,10,6,70300,187000,0,374,1,0.609,373.16,0.0133,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1729,10,6,70300,187000,0,374,1,0.911,373.16,0.0202,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1730,10,6,70300,187000,0,374,1,1.057,373.16,0.0228,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1731,10,6,70300,187000,0,374,1,1.42,373.16,0.0311,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1732,10,6,70300,187000,0,374,1,1.621,373.16,0.0364,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1733,10,6,70300,187000,0,374,1,0.552,423.15,0.0075,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1734,10,6,70300,187000,0,374,1,0.811,423.15,0.011,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1735,10,6,70300,187000,0,374,1,1.214,423.15,0.0169,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1736,10,6,70300,187000,0,374,1,1.421,423.15,0.0187,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1737,10,6,70300,187000,0,374,1,1.919,423.15,0.0255,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1738,10,6,70300,187000,0,374,1,2.199,423.15,0.0303,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1739,10,6,70300,187000,0,374,1,0.682,473.16,0.0067,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1740,10,6,70300,187000,0,374,1,1,473.16,0.0097,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1741,10,6,70300,187000,0,374,1,1.501,473.16,0.0151,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1742,10,6,70300,187000,0,374,1,1.757,473.16,0.0167,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1743,10,6,70300,187000,0,374,1,2.384,473.16,0.0229,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1744,10,6,70300,187000,0,374,1,2.748,473.16,0.0273,10.1002/pen.11266,"PS from from Mitsui Toatsu Chemicals, Inc. (Yokohama)"
1745,15,1,167000,167000,0,303,1.19,0.858,313.15,0.0274,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1746,15,1,167000,167000,0,303,1.19,1.271,313.15,0.041,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1747,15,1,167000,167000,0,303,1.19,1.949,313.15,0.0639,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1748,15,1,167000,167000,0,303,1.19,2.375,313.15,0.0785,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1749,15,1,167000,167000,0,303,1.19,2.818,313.15,0.0941,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1750,15,1,167000,167000,0,303,1.19,3.26,313.15,0.11,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1751,15,1,167000,167000,0,303,1.19,3.589,313.15,0.122,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1752,15,1,167000,167000,0,303,1.19,3.979,313.15,0.1366,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1753,15,1,167000,167000,0,303,1.19,4.449,313.15,0.1545,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1754,15,1,167000,167000,0,303,1.19,4.978,313.15,0.1753,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1755,15,1,167000,167000,0,303,1.19,5.407,313.15,0.1927,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1756,15,1,167000,167000,0,303,1.19,5.916,313.15,0.2141,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1757,15,1,167000,167000,0,303,1.19,6.375,313.15,0.2341,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1758,15,1,167000,167000,0,303,1.19,6.876,313.15,0.2576,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1759,15,1,167000,167000,0,303,1.19,2.263,333.15,0.0531,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1760,15,1,167000,167000,0,303,1.19,4.104,333.15,0.0979,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1761,15,1,167000,167000,0,303,1.19,6.01,333.15,0.1463,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1762,15,1,167000,167000,0,303,1.19,7.772,333.15,0.1931,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1763,15,1,167000,167000,0,303,1.19,9.694,333.15,0.2495,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1764,15,1,167000,167000,0,303,1.19,2.211,353.15,0.0384,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1765,15,1,167000,167000,0,303,1.19,4.199,353.15,0.0737,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1766,15,1,167000,167000,0,303,1.19,6.11,353.15,0.1086,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1767,15,1,167000,167000,0,303,1.19,8.015,353.15,0.1433,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1768,15,1,167000,167000,0,303,1.19,9.876,353.15,0.1765,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1769,15,1,167000,167000,0,303,1.19,2.257,373.15,0.0296,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1770,15,1,167000,167000,0,303,1.19,6.389,373.15,0.0892,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1771,15,1,167000,167000,0,303,1.19,10.194,373.15,0.1453,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1772,15,1,167000,167000,0,303,1.19,13.688,373.15,0.192,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1773,15,1,167000,167000,0,303,1.19,17.449,373.15,0.2303,10.1016/S0896-8446(00)00092-9,PVAc from Aldrich. Mn is known; assigned Mw=Mn as Mn beyond 90000 (at least) doesn’t seem to influence
1774,8,1,81000,410000,0,273,0.855,4.99285714285715,493.15,0.032683286162912,10.1002/pen.20194,"PP by Mitsubishi Chemical, Assigned 0 crystallinity as was used in molten state"
1775,8,1,81000,410000,0,273,0.855,6,493.15,0.038794930076665,10.1002/pen.20194,"PP by Mitsubishi Chemical, Assigned 0 crystallinity as was used in molten state"
1776,8,1,81000,410000,0,273,0.855,7.00714285714286,493.15,0.045122277928738,10.1002/pen.20194,"PP by Mitsubishi Chemical, Assigned 0 crystallinity as was used in molten state"
1777,8,1,81000,410000,0,273,0.855,8.01428571428572,493.15,0.051655327074385,10.1002/pen.20194,"PP by Mitsubishi Chemical, Assigned 0 crystallinity as was used in molten state"
1778,8,1,81000,410000,0,273,0.855,9,493.15,0.057815037196481,10.1002/pen.20194,"PP by Mitsubishi Chemical, Assigned 0 crystallinity as was used in molten state"
